CS_Site_Short_Name,CS_Site_Long_Name,CS_Latitude,CS_Longitude,NGA_Station_Name,NGA_Station_ID,NGA_Latitude,NGA_Longitude,Distance_km,Match_Type
P10,p10,34.056297,-118.20656,Los Angeles; MWD Headquarters Roof,5439,34.0545,-118.2365,2.765439133372884,Proximity Match
HLL,North Hollywood,34.17643,-118.35967,Burbank - Thornton & Catalina,24015,34.196,-118.341,2.7720912960912796,Proximity Match
SABD,Santa Ana Business District,33.754112,-117.86778,Santa Ana - 1st & Franklin,13890,33.742,-117.894,2.773219076307511,Proximity Match
s491,s491,33.78178,-118.06559,Long Beach Water Reclm Plant 1,LBW1,33.798,-118.0884,2.774209871740712,Proximity Match
s022,s022,34.24505,-119.18086,Ventura - Telephone & Montgomery,25133,34.27,-119.181,2.774343255775018,Proximity Match
LBUT2,Lovejoy Buttes,34.59237,-117.81468,Lake Los Angeles,LKL,34.6159,-117.8249,2.7785901869023073,Proximity Match
s328,s328,34.07596,-118.36397,LA - Hollywood Stor FF,24303,34.09,-118.339,2.779468566943636,Proximity Match
LBUT2,Lovejoy Buttes,34.59237,-117.81468,Lake Los Angeles,LKL,34.61594,-117.8249,2.7827787135297366,Proximity Match
s366,s366,33.99265,-118.29578,Los Angeles - Vermont & 78th,14821,33.968,-118.29,2.792287796900071,Proximity Match
HLL,North Hollywood,34.17643,-118.35967,Burbank - N Buena Vista,90012,34.168,-118.331,2.7991837090465266,Proximity Match
s309,s309,34.09791,-118.4113,Beverly Hills Pac Bell Bsmt,5402,34.0762,-118.3959,2.799796042764967,Proximity Match
s433,s433,33.96594,-118.12766,Bell Gardens - Jaboneria,90094,33.965,-118.158,2.799974012556573,Proximity Match
s520,s520,34.11322,-117.77945,Griffith Park Observatory,GRF,34.1192,-117.809,2.8004170244988766,Proximity Match
PACI2,Pacifico 1 SG,34.3863,-118.0498,"Mill Creek, Angeles Nat For",90062,34.39,-118.08,2.8015690991313,Proximity Match
s309,s309,34.09791,-118.4113,Beverly Hills Pac Bell Bsmt,5402,34.07618,-118.3959,2.801713845147386,Proximity Match
P12,p12,34.01185,-118.17989,LA - Obregon Park,24400,34.037,-118.178,2.8019713978065117,Proximity Match
CCP,Century City Plaza,34.054886,-118.41302,LA - UCLA Grounds,24688,34.068,-118.439,2.8024829888544125,Proximity Match
MRVY,Moreno valley,33.92527,-117.16828,Sunnymead,5038,33.946,-117.151,2.8026227012266856,Proximity Match
COO,Compton,33.89604,-118.21639,Compton; Cressey Park Fire Station 3 Rosecrans Ave ;2-story;ground level,5429,33.9039,-118.2453,2.8076916395613774,Name Match
P10,p10,34.056297,-118.20656,Los Angeles - Whittier & Euclid,24040,34.031,-118.208,2.8160253720366346,Proximity Match
LAPD,Lake Palmdale,34.557,-118.125,Palmdale - Hwy 14 & Palmdale,24521,34.581,-118.135,2.8213856533234964,Proximity Match
s478,s478,34.07899,-117.92713,West Covina - S Orange Ave,90071,34.064,-117.952,2.832946550559614,Proximity Match
s554,s554,33.83329,-117.84489,Villa Park - Serrano Ave,90090,33.821,-117.818,2.834999730285128,Proximity Match
s668,s668,34.15333,-117.31548,San Bernardino - Fire Sta. #7,5327,34.165,-117.288,2.842023684615371,Proximity Match
CCP,Century City Plaza,34.054886,-118.41302,Beverly Hills Pac Bell Bsmt,5402,34.07618,-118.3959,2.844870017867038,Proximity Match
s734,s734,34.20351,-117.09335,Running Springs - Hwy 18 & Cedarwood,23113,34.215,-117.121,2.8455610911287357,Proximity Match
CCP,Century City Plaza,34.054886,-118.41302,Beverly Hills Pac Bell Bsmt,5402,34.0762,-118.3959,2.8467211319904098,Proximity Match
s433,s433,33.96594,-118.12766,Montebello - Date & Greenwood,14041,33.991,-118.121,2.853411750142599,Proximity Match
s348,s348,34.09336,-118.29024,LA - Griffith Park Observatory,141,34.118,-118.299,2.8560872499995735,Proximity Match
P5,p5,34.191063,-118.33417,North Hollywood,HLL,34.17643,-118.3597,2.8569854558623677,Proximity Match
P5,p5,34.191063,-118.33417,North Hollywood,HLL,34.1764,-118.3597,2.858886951628321,Proximity Match
PAS,Pasadena,34.148426,-118.17119,"Pasadena Art Center, College Of Design",PASC,34.1714,-118.1852,2.861406794914211,Name Match
WSS,West Side Station,34.1717,-118.64971,Woodland Hills - Victory & Fallbrook,24803,34.185,-118.623,2.8678098868965303,Proximity Match
s292,s292,34.15923,-118.43229,Sherman Oaks - Ventura & Columbus,24722,34.154,-118.463,2.8849857739316325,Proximity Match
s431,s431,33.88727,-118.18054,Compton - Long Beach & Palmer,14058,33.898,-118.209,2.8851499708600143,Proximity Match
HUMC,Harvard-UCLA Medical Center,33.8306,-118.2918,Carson - Catskill Ave,90040,33.812,-118.27,2.8867165993280226,Proximity Match
LBP,Long Beach Port,33.754944,-118.223,LB - City Hall,14560,33.768,-118.196,2.887457081815694,Proximity Match
s127,s127,34.86859,-118.51664,Neenach - Sacatara Ck,24586,34.848,-118.536,2.891751012979649,Proximity Match
s345,s345,33.97525,-118.36942,La Cienega,LCG,34.0003,-118.3779,2.893079546276875,Proximity Match
s345,s345,33.97525,-118.36942,La Cienega,LCG,34.00033,-118.3779,2.896291375815461,Proximity Match
s476,s476,34.00041,-117.98027,Walnut,WLT,34.00948,-117.9508,2.897700487156023,Proximity Match
s476,s476,34.00041,-117.98027,Walnut,WLT,34.0095,-117.9508,2.8984749599231776,Proximity Match
MRVY,Moreno valley,33.92527,-117.16828,Moreno Valley - 3-story County,13213,33.913,-117.196,2.898927849472093,Name Match
USC,University of Southern California,34.0192,-118.286,Los Angeles - Olive & Pico,24838,34.037,-118.263,2.899998729203675,Proximity Match
CCP,Century City Plaza,34.054886,-118.41302,Los Angeles - I10 & Motor Ave,24979,34.029,-118.409,2.9021260650391953,Proximity Match
OLI,Olinda,33.94539,-117.92372,Brea - Central Ave Caltrans Yard,13873,33.933,-117.896,2.904701382593034,Proximity Match
SBSM,San Bernardino Strong Motion,34.064986,-117.29201,San Bernardino - Fire Sta. #10,5339,34.091,-117.289,2.905878510127907,Proximity Match
s307,s307,34.01913,-118.46399,LA - 1955 1/2 Purdue Ave. Bsmt,5284,34.04,-118.445,2.906507994520816,Proximity Match
s648,s648,34.21485,-117.3357,San Bernardino - N Verdemont Sch,5371,34.205,-117.365,2.908432574560643,Proximity Match
s307,s307,34.01913,-118.46399,Los Angeles - Centinela & Venice Blvd,24970,34.007,-118.436,2.9111677058569168,Proximity Match
FFI,Five-Fourteen Interchange,34.33603,-118.50862,Jensen Filter Plant Administrative Building,655,34.312,-118.496,2.9125151840871792,Proximity Match
P6,p6,34.16921,-118.30314,Los Angeles - Griffith Park/Toyon(Rock),24752,34.143,-118.304,2.9154931461504154,Proximity Match
P25,p25,34.07598,-118.49891,Los Angeles; Sepulveda Canyon,757,34.0967,-118.4795,2.9160472442634453,Proximity Match
P17,p17,34.03552,-118.409584,Los Angeles - Robertson & Pickford,24983,34.051,-118.384,2.918819730363681,Proximity Match
s201,s201,34.38693,-118.59051,Newhall - W Pico Canyon Rd.,90056,34.391,-118.622,2.924764966141079,Proximity Match
P19,p19,34.04732,-118.321785,Los Angeles - Vermont & Pico,24816,34.049,-118.29,2.9343829592207524,Proximity Match
P16,p16,34.03183,-118.4468,Los Angeles - Centinela & Venice Blvd,24970,34.007,-118.436,2.9349127364949052,Proximity Match
s328,s328,34.07596,-118.36397,Beverly Hills Pac Bell Bsmt,5402,34.07618,-118.3959,2.9409229658461293,Proximity Match
s328,s328,34.07596,-118.36397,Beverly Hills Pac Bell Bsmt,5402,34.0762,-118.3959,2.9409419580489287,Proximity Match
P14,p14,34.061253,-118.27574,Los Angeles - Olive & Pico,24838,34.037,-118.263,2.9411709215295874,Proximity Match
P19,p19,34.04732,-118.321785,Los Angeles - Exposition & 7th Ave,24984,34.021,-118.325,2.9416066825302214,Proximity Match
s387,s387,33.9313,-118.27493,Inglewood - Union Oil,14196,33.905,-118.279,2.9484421209060154,Proximity Match
s433,s433,33.96594,-118.12766,Montebello - Bluff Rd.,90011,33.99,-118.114,2.9570280678713923,Proximity Match
P2,p2,34.285625,-118.46393,Sylmar - Fire Station #91,5423,34.3088,-118.448,2.9634460242589413,Proximity Match
s346,s346,34.01462,-118.34305,Los Angeles - Washington & La Brea,24818,34.041,-118.348,2.9685797245712116,Proximity Match
BRE,Barre Substation,33.80776,-117.98116,Anaheim - W Ball Rd,90088,33.817,-117.951,2.9698088445935897,Proximity Match
s275,s275,34.22055,-118.45331,Sun Valley - Roscoe Blvd,90006,34.221,-118.421,2.9711480126351018,Proximity Match
s388,s388,33.97065,-118.24853,Los Angeles - 103rd & Compton,14823,33.944,-118.246,2.9725177988981843,Proximity Match
s531,s531,33.73758,-117.97148,Huntington Beach - Edinger & Gothard,14006,33.727,-118.001,2.97254925192738,Proximity Match
s163,s163,34.58835,-118.58011,Lake Hughes #9,127,34.608,-118.558,2.9781989012188443,Proximity Match
s236,s236,34.18551,-118.60087,Canoga Park - Topanga Can,90053,34.212,-118.606,2.9830990399113717,Proximity Match
USC,University of Southern California,34.0192,-118.286,LA - Pico & Sentous,24612,34.043,-118.271,2.985682083776698,Proximity Match
s640,s640,33.90137,-117.55019,"Corona, E. 5th St. and Joy St.",crn,33.876,-117.561,2.9922858716134813,Proximity Match
s688,s688,34.09181,-117.2953,San Bernardino - E & Hospitality,23542,34.065,-117.292,2.996588791519474,Proximity Match
P1,p1,34.3146,-118.48887,Granada Hills; Knollwood FS 18,5426,34.2896,-118.5012,3.0017382281017313,Proximity Match
P17,p17,34.03552,-118.409584,LA - Century City CC South,24390,34.062,-118.416,3.00319111653129,Proximity Match
CSDH,CSU Dominguez Hills,33.863,-118.257,Los Angeles - Vermont & 182nd,14824,33.868,-118.289,3.006430386043432,Proximity Match
TRA,Torrance Airport,33.804,-118.3393,Torrance - Pac. Coast Hwy & Calle Mayor,14038,33.813,-118.37,3.00780369708501,Proximity Match
FFI,Five-Fourteen Interchange,34.33603,-118.50862,Jensen Filter Plant Administrative Building Free Field (K2),JABF,34.3108,-118.4968,3.0081152982771187,Proximity Match
s117,s117,34.47423,-118.78092,Santa Felita Dam (Outlet),285,34.46,-118.753,3.0091581039379816,Proximity Match
s081,s081,34.79401,-118.69176,Gormon - Oso Pump Plant,994,34.808,-118.72,3.011409210907189,Proximity Match
FFI,Five-Fourteen Interchange,34.33603,-118.50862,Jensen Filter Plant Administrative Building Free Field (K2),JABF,34.31076,-118.4968,3.012263952385368,Proximity Match
s562,s562,34.14727,-117.63165,Padua,PDU,34.1207,-117.6381,3.0135018016075312,Proximity Match
CCP,Century City Plaza,34.054886,-118.41302,Los Angeles - I405 & Missouri,24978,34.044,-118.443,3.0156877523094807,Proximity Match
s307,s307,34.01913,-118.46399,Los Angeles - I10/405 Interchange Grnds,24909,34.03,-118.434,3.0165606678465293,Proximity Match
s387,s387,33.9313,-118.27493,Los Angeles - 103rd & Compton,14823,33.944,-118.246,3.0194471244779195,Proximity Match
P4,p4,34.216213,-118.37437,Burbank Airport,5398,34.1949,-118.354,3.0208393987159607,Proximity Match
SBSM,San Bernardino Strong Motion,34.064986,-117.29201,"SBVC, Observatory",5438,34.0869,-117.3114,3.0210823752924094,Proximity Match
UCR,UCR,33.96425,-117.31636,Riverside - I215 & 3rd,13915,33.979,-117.344,3.0309380052787396,Proximity Match
s688,s688,34.09181,-117.2953,San Bernardino - 3-story Office,23516,34.065,-117.289,3.037076826426619,Proximity Match
P13,p13,33.99317,-118.164375,Bell Gardens - Garfield & Florence,14844,33.969,-118.149,3.0385594038346393,Proximity Match
s541,s541,34.13027,-117.70557,Upland - 13th & Benson,23089,34.112,-117.681,3.0401659421055,Proximity Match
BVH,Beverly Hospital,34.015,-118.1005,Montebello - Bluff Rd.,90011,33.99,-118.114,3.0457133750365943,Proximity Match
LADT,Los Angeles Downtown,34.05204,-118.25713,Los Angeles - Vermont & Pico,24816,34.049,-118.29,3.0471180287967803,Proximity Match
s266,s266,34.59689,-118.26242,Leona Valley - Fire Station #1,5029,34.6172,-118.285,3.061179286664197,Proximity Match
s393,s393,34.16735,-118.11618,Pasadena - CIT Mudd Lab,80050,34.14,-118.12,3.0614279129196635,Proximity Match
s393,s393,34.16735,-118.11618,Pasadena - CIT Lura St,80048,34.14,-118.12,3.0614279129196635,Proximity Match
s393,s393,34.16735,-118.11618,Pasadena - CIT Indust. Rel,80051,34.14,-118.12,3.0614279129196635,Proximity Match
s393,s393,34.16735,-118.11618,Pasadena - CIT Calif Blvd,80047,34.14,-118.12,3.0614279129196635,Proximity Match
s393,s393,34.16735,-118.11618,Pasadena - CIT Bridge Lab,80052,34.14,-118.12,3.0614279129196635,Proximity Match
s393,s393,34.16735,-118.11618,Pasadena - Brown Gym,80046,34.14,-118.12,3.0614279129196635,Proximity Match
s393,s393,34.16735,-118.11618,Pasadena - CIT Keck Lab,80049,34.14,-118.12,3.0614279129196635,Proximity Match
P19,p19,34.04732,-118.321785,LA - Saturn St,90091,34.046,-118.355,3.063752165334204,Proximity Match
s427,s427,33.72987,-118.28602,Los Angeles - Terminal Island,14004,33.747,-118.26,3.0687168977239194,Proximity Match
s292,s292,34.15923,-118.43229,Van Nuys - Civic Center Grounds,24867,34.184,-118.447,3.0688042058275804,Proximity Match
SBSM,San Bernardino Strong Motion,34.064986,-117.29201,Loma Linda Univ Medical Center,129,34.05,-117.264,3.0716392378969593,Proximity Match
USC,University of Southern California,34.0192,-118.286,LA - W 15th St,90020,34.045,-118.298,3.07456858031422,Proximity Match
s366,s366,33.99265,-118.29578,Univ Southern Ca,USC,34.01919,-118.2863,3.0777727478644965,Proximity Match
s366,s366,33.99265,-118.29578,Univ Southern Ca,USC,34.0192,-118.2863,3.0788389387302417,Proximity Match
s391,s391,34.08869,-118.16919,LA - N Figueroa St,90032,34.111,-118.189,3.079164404243152,Proximity Match
s383,s383,33.77382,-118.38029,2516 Via Tejon PV,411,33.801,-118.387,3.0852379875028966,Proximity Match
P14,p14,34.061253,-118.27574,LA - N Westmoreland,90021,34.082,-118.298,3.086390166818762,Proximity Match
s292,s292,34.15923,-118.43229,Beverly Hills - 14145 Mulhol,90013,34.132,-118.439,3.0901626436590557,Proximity Match
s688,s688,34.09181,-117.2953,San Bernardino - I10/215 Int,23631,34.064,-117.296,3.093002885601508,Proximity Match
s688,s688,34.09181,-117.2953,San Bernardino - I10/215 W Geot,23792,34.064,-117.294,3.0946479239430755,Proximity Match
s410,s410,33.94864,-118.20131,Huntington Park - Saturn & Hood,14825,33.976,-118.208,3.104226790752105,Proximity Match
P12,p12,34.01185,-118.17989,City of Commerce - Whittier &,24941,34.018,-118.147,3.1076007669723626,Proximity Match
s474,s474,33.9218,-118.03331,"12440 Imperial Hwy, North Grn",5239,33.915,-118.066,3.1097374641422397,Proximity Match
s429,s429,33.80858,-118.23333,Carson - Water St,90081,33.836,-118.24,3.1106004048434466,Proximity Match
SMCA,Santa Monica Civic Auditorium,34.00909,-118.48939,Santa Monica Fire St,SMS,34.01438,-118.4562,3.115228162343267,Proximity Match
SMCA,Santa Monica Civic Auditorium,34.00909,-118.48939,Santa Monica Fire St,SMS,34.0144,-118.4562,3.115648493166933,Proximity Match
P2,p2,34.285625,-118.46393,Los Angeles Filtration Plant,LFP,34.30529,-118.4881,3.1162926589307984,Proximity Match
s638,s638,33.82295,-117.60357,Pleasants Peak,PLS,33.7953,-117.6091,3.1167031137358903,Proximity Match
TRA,Torrance Airport,33.804,-118.3393,Torrance; Fire Station 1 Crenshaw Blvd; 2-story; ground level,5411,33.83066,-118.32888,3.11683377123921,Proximity Match
COO,Compton,33.89604,-118.21639,Compton - Hwy 91 & Wilmington,14059,33.876,-118.24,3.116938481715358,Name Match
P2,p2,34.285625,-118.46393,Los Angeles Filtration Plant,LFP,34.3053,-118.4881,3.117072900876153,Proximity Match
TRA,Torrance Airport,33.804,-118.3393,Torrance; Fire Station 1 Crenshaw Blvd; 2-story; ground level,5411,33.8307,-118.3289,3.1204949820047467,Proximity Match
LGB,Laguna Bell,33.9753,-118.14918,Montebello - Date & Greenwood,14041,33.991,-118.121,3.130295316295269,Proximity Match
P16,p16,34.03183,-118.4468,Los Angeles - Veteran & Wilshire,24819,34.06,-118.448,3.134311709183286,Proximity Match
s273,s273,34.14175,-118.50604,Tarzana - Club House,24103,34.16,-118.532,3.134442560953598,Proximity Match
s624,s624,34.11966,-117.46342,"Fontana, Arrow Hwy and Bennett",fon,34.1,-117.439,3.135852416641107,Proximity Match
P11,p11,34.033783,-118.197174,Los Angeles - 7-story Univ Hospital (FF),24605,34.062,-118.198,3.138510026100887,Proximity Match
s486,s486,34.3931,-117.7136,Table Mountain B,TAB,34.3825,-117.6819,3.138575875779797,Proximity Match
s710,s710,34.10857,-117.22133,Highland Fire Station,5161,34.136,-117.213,3.1449862602753855,Proximity Match
s345,s345,33.97525,-118.36942,Culver City - Sepulveda & Sawtelle,14035,33.993,-118.396,3.1466813930628543,Proximity Match
s689,s689,34.13096,-117.2684,San Bernardino - FS No. 01,5326,34.10521,-117.2826,3.1475524589164547,Proximity Match
s647,s647,34.17569,-117.36259,San Bernardino - 3-story Motel,23701,34.163,-117.332,3.1482334707611117,Proximity Match
s689,s689,34.13096,-117.2684,San Bernardino - FS No. 01,5326,34.1052,-117.2826,3.148564044226608,Proximity Match
s688,s688,34.09181,-117.2953,San Bernardino - Fire Sta. #11,5329,34.069,-117.275,3.150940140044786,Proximity Match
P17,p17,34.03552,-118.409584,LA - Century City CC North,24389,34.063,-118.418,3.152479050090586,Proximity Match
s541,s541,34.13027,-117.70557,Claremont - Hwy 30 & Towne,23939,34.121,-117.738,3.1580789212006906,Proximity Match
s307,s307,34.01913,-118.46399,Los Angeles - Venice Blvd & Shell,14985,33.991,-118.459,3.1615531205558223,Proximity Match
P3,p3,34.24939,-118.42409,Sun Valley - Roscoe Blvd,90006,34.221,-118.421,3.1695784508357536,Proximity Match
s292,s292,34.15923,-118.43229,Van Nuys - Fire Station No. 39,5422,34.1851,-118.447,3.17903711798409,Proximity Match
s346,s346,34.01462,-118.34305,Baldwin Hills Oil,BHP,33.99053,-118.3617,3.1829208299847602,Proximity Match
FFI,Five-Fourteen Interchange,34.33603,-118.50862,Granada Hills; Jensen Filter Plant; Reservoir Structure; Balboa Blvd; roof level,1939,34.3082,-118.5005,3.1831310127282,Proximity Match
s393,s393,34.16735,-118.11618,Pasadena - CIT Athenaeum,80053,34.139,-118.121,3.1834246343727313,Proximity Match
s113,s113,34.31634,-118.88595,Moorpark - Fire Sta,24283,34.288,-118.881,3.183897717774023,Proximity Match
P13,p13,33.99317,-118.164375,Bell Gardens - Jaboneria,90094,33.965,-118.158,3.187039586766027,Proximity Match
P13,p13,33.99317,-118.164375,City of Commerce - Whittier &,24941,34.018,-118.147,3.1918794279604934,Proximity Match
P7,p7,34.13857,-118.27466,LA - Griffith Park Observatory,141,34.118,-118.299,3.2017127560696523,Proximity Match
s609,s609,34.33787,-117.37621,Lugo,LUG,34.3656,-117.3668,3.2021572253527473,Proximity Match
s345,s345,33.97525,-118.36942,Los Angeles - 54th & Crenshaw,14820,33.993,-118.342,3.207369417600053,Proximity Match
P9,p9,34.08211,-118.22514,LA - Temple & Hope,24611,34.059,-118.246,3.208600664877669,Proximity Match
P17,p17,34.03552,-118.409584,Los Angeles - I405 & Missouri,24978,34.044,-118.443,3.220153176791649,Proximity Match
P11,p11,34.033783,-118.197174,LA - City Terrace,24592,34.053,-118.171,3.2220990539329333,Proximity Match
s347,s347,34.05399,-118.31666,Los Angeles - Washington & La Brea,24818,34.041,-118.348,3.228582962753612,Proximity Match
s389,s389,34.01,-118.22211,Los Angeles - Central & Jefferson,24987,34.013,-118.257,3.2331462846639774,Proximity Match
s347,s347,34.05399,-118.31666,Los Angeles - 3rd & La Brea LADOT,24851,34.07,-118.346,3.236347854731463,Proximity Match
s491,s491,33.78178,-118.06559,Seal Beach - Office Bldg,14578,33.757,-118.084,3.2385368076452794,Proximity Match
P9,p9,34.08211,-118.22514,Los Angeles; MWD Headquarters Roof,5439,34.0545,-118.2365,3.243511598965225,Proximity Match
STNI,Seven Ten-Ninety Interchange ,33.93088,-118.17881,Lynwood - Imperial Hwy & Long Beach Blvd,14175,33.931,-118.214,3.246644538682409,Proximity Match
OLI,Olinda,33.94539,-117.92372,La Habra - La Habra&Monte Vista,13881,33.932,-117.955,3.2470942062835255,Proximity Match
P6,p6,34.16921,-118.30314,Burbank - Burbank Blvd & Buena Vista,24947,34.18,-118.336,3.2523432209882417,Proximity Match
s366,s366,33.99265,-118.29578,LA - S. Vermont Ave,90096,34.021,-118.287,3.2546074906061064,Proximity Match
s689,s689,34.13096,-117.2684,San Bernardino - Co Service Bldg - Freefield,5245,34.106,-117.287,3.2610975032720306,Proximity Match
s453,s453,33.90456,-118.10694,Downey - Birchdale,90079,33.92,-118.137,3.262249956680829,Proximity Match
P22,p22,34.18277,-118.56609,Woodland Hills - Canoga & Ventura,24807,34.167,-118.596,3.262818182290436,Proximity Match
P7,p7,34.13857,-118.27466,Glendale - Brand Blvd & Stocker,24945,34.163,-118.255,3.263782709397397,Proximity Match
FFI,Five-Fourteen Interchange,34.33603,-118.50862,Sylmar - Converter Sta,74,34.311,-118.49,3.266506459863479,Proximity Match
P11,p11,34.033783,-118.197174,Los Angeles - Santa Fe & Olympic,24034,34.025,-118.231,3.266573121588362,Proximity Match
s647,s647,34.17569,-117.36259,San Bernardino - N Verdemont Sch,5371,34.205,-117.365,3.2666528137283013,Proximity Match
BVH,Beverly Hospital,34.015,-118.1005,Montebello - Date & Greenwood,14041,33.991,-118.121,3.269998345732266,Proximity Match
s187,s187,34.68469,-118.45299,Fairmont Dam,121,34.704,-118.426,3.2709547162099217,Proximity Match
s355,s355,34.36876,-118.10466,"Mill Creek, Angeles Nat For",90062,34.39,-118.08,3.2710103501294636,Proximity Match
CCP,Century City Plaza,34.054886,-118.41302,Los Angeles - Veteran & Wilshire,24819,34.06,-118.448,3.2722301575892145,Proximity Match
s266,s266,34.59689,-118.26242,Leona Valley,LEV,34.6146,-118.291,3.2741276087339064,Proximity Match
s266,s266,34.59689,-118.26242,Leona Valley,LEV,34.61462,-118.291,3.275465428637056,Proximity Match
s273,s273,34.14175,-118.50604,Tarzana - Cedar Hill,24436,34.16,-118.534,3.276873363162303,Proximity Match
s273,s273,34.14175,-118.50604,Tarzana - Cedar Hill A,24436,34.16,-118.534,3.276873363162303,Proximity Match
s273,s273,34.14175,-118.50604,Tarzana - Cedar Hill B,24764,34.16,-118.534,3.276873363162303,Proximity Match
s507,s507,34.41012,-117.63946,Pinon Hills - Hwy 138 & Mtn Road,23958,34.439,-117.647,3.2849340309685955,Proximity Match
s309,s309,34.09791,-118.4113,Beverly Hills - 12520 Mulhol,90014,34.127,-118.405,3.286247272792487,Proximity Match
P5,p5,34.191063,-118.33417,Burbank - Howard Rd.,90059,34.204,-118.302,3.289847213332027,Proximity Match
P10,p10,34.056297,-118.20656,LA - City Terrace,24592,34.053,-118.171,3.296429572111338,Proximity Match
s686,s686,34.01349,-117.34903,Riverside,RVR,33.99351,-117.3755,3.2999373044852187,Proximity Match
s686,s686,34.01349,-117.34903,Riverside,RVR,33.9935,-117.3755,3.300686130151771,Proximity Match
P17,p17,34.03552,-118.409584,LA - 1955 1/2 Purdue Ave. Bsmt,5284,34.04,-118.445,3.3011665217044133,Proximity Match
P10,p10,34.056297,-118.20656,Los Angeles - Acosta Residence,5396,34.072,-118.176,3.312594058117416,Proximity Match
P2,p2,34.285625,-118.46393,Sylmar - Converter Sta East,75,34.312,-118.481,3.3256364881463774,Proximity Match
HLL,North Hollywood,34.17643,-118.35967,North Hollywood - Hwy 101 & Vineland,24012,34.148,-118.371,3.3287161170419526,Name Match
s328,s328,34.07596,-118.36397,Los Angeles - Robertson & Pickford,24983,34.051,-118.384,3.332762508106222,Proximity Match
s385,s385,33.85257,-118.32766,Torrance - Carson & Hawthorne,14050,33.834,-118.356,3.333791801006353,Proximity Match
USC,University of Southern California,34.0192,-118.286,Los Angeles - Vermont & Pico,24816,34.049,-118.29,3.334045993677509,Proximity Match
s344,s344,33.93587,-118.39576,Los Angeles - Manchester & Osage,14767,33.962,-118.378,3.3355234645907004,Proximity Match
s668,s668,34.15333,-117.31548,San Bernardino - CSUSB Gr,23672,34.183,-117.321,3.338012225173043,Proximity Match
P16,p16,34.03183,-118.4468,Santa Monica - 19th & Wilshire,24048,34.029,-118.483,3.35070279996961,Proximity Match
P12,p12,34.01185,-118.17989,Los Angeles - Whittier & Euclid,24040,34.031,-118.208,3.3534745018089223,Proximity Match
P9,p9,34.08211,-118.22514,Los Angeles - 7-story Univ Hospital (FF),24605,34.062,-118.198,3.353972200763247,Proximity Match
P2,p2,34.285625,-118.46393,Sylmar - Sayre St,90001,34.306,-118.437,3.3545341645684426,Proximity Match
s240,s240,34.34317,-118.49545,Jensen Filtration Plant Generator Building Free-Field (K2),JGBF,34.3131,-118.4992,3.3613166201360265,Proximity Match
s240,s240,34.34317,-118.49545,Jensen Filter Plant Generator Building,655,34.313,-118.498,3.3629130923965347,Proximity Match
P19,p19,34.04732,-118.321785,Los Angeles - 3rd & La Brea LADOT,24851,34.07,-118.346,3.366906328378556,Proximity Match
s437,s437,34.12321,-118.02161,El Monte - Fairview Av,90066,34.093,-118.019,3.367782373832576,Proximity Match
s307,s307,34.01913,-118.46399,Los Angeles - I405 & Missouri,24978,34.044,-118.443,3.374732033911687,Proximity Match
P21,p21,34.209946,-118.58717,Northridge,NOT,34.22869,-118.5583,3.3749561806501713,Proximity Match
CCP,Century City Plaza,34.054886,-118.41302,Los Angeles - I10/405 Interchange Grnds,24909,34.03,-118.434,3.3755202548345458,Proximity Match
P21,p21,34.209946,-118.58717,Northridge,NOT,34.2287,-118.5583,3.3756428653475252,Proximity Match
LAF,La Fresa,33.86889,-118.33143,Redondo Beach - Grant & Mackay,14036,33.869,-118.368,3.3764116160984603,Proximity Match
s603,s603,34.10275,-117.53735,"Rancho Cucamonga - Law and Justince Center FF, Foothill and Haven",23497,34.104,-117.574,3.3773161146935107,Proximity Match
CCP,Century City Plaza,34.054886,-118.41302,LA - 1955 1/2 Purdue Ave. Bsmt,5284,34.04,-118.445,3.3795331125376014,Proximity Match
s435,s435,34.04458,-118.07468,Whittier Narrows Dam downstream,289,34.02,-118.053,3.385476819113118,Proximity Match
s435,s435,34.04458,-118.07468,Whittier Narrows Dam,289,34.02,-118.053,3.385476819113118,Proximity Match
s435,s435,34.04458,-118.07468,Whittier Narrows Dam upstream,289,34.02,-118.053,3.385476819113118,Proximity Match
s365,s365,33.95328,-118.32216,Los Angeles - Vermont & 78th,14821,33.968,-118.29,3.3876901239266317,Proximity Match
CSDH,CSU Dominguez Hills,33.863,-118.257,Carson - Water St,90081,33.836,-118.24,3.387950372280663,Proximity Match
s311,s311,34.17667,-118.35851,North Hollywood - Hwy 101 & Vineland,24012,34.148,-118.371,3.3887609442810733,Proximity Match
s309,s309,34.09791,-118.4113,LA - Wonderland Ave,90017,34.114,-118.38,3.3919942953144564,Proximity Match
P10,p10,34.056297,-118.20656,LA - Obregon Park,24400,34.037,-118.178,3.3953137425174673,Proximity Match
s071,s071,34.39929,-118.95498,Fillmore Pac Bell,5401,34.397,-118.918,3.402474009491936,Proximity Match
LAF,La Fresa,33.86889,-118.33143,Lawndale - Osage Ave,90045,33.897,-118.346,3.4027791227652635,Proximity Match
P14,p14,34.061253,-118.27574,Los Angeles - 7th & San Julian,24977,34.041,-118.248,3.4063277160937537,Proximity Match
PBWL,Punchbowl 1,34.4131,-117.85763,Valyermo Forest Fire Station,5031,34.4435,-117.853,3.406894660578599,Proximity Match
s429,s429,33.80858,-118.23333,Carson - Catskill Ave,90040,33.812,-118.27,3.409222849052893,Proximity Match
